,Epsilon,Score
1506,1.0,-52
1507,1.0,-54
1508,1.0,-56
1509,1.0,-54
1510,1.0,-56
1511,1.0,48
1512,1.0,-63
1513,1.0,-79
1514,1.0,-55
1515,1.0,-63
1516,1.0,-65
1517,1.0,-57
1518,1.0,-58
1519,1.0,-52
1520,1.0,-76
1521,1.0,48
1522,1.0,-60
1523,1.0,-55
1524,1.0,-52
1525,1.0,-56
1526,1.0,-52
1527,1.0,-80
1528,1.0,-52
1529,1.0,49
1530,1.0,-60
1531,1.0,-55
1532,1.0,-56
1533,1.0,-79
1534,1.0,-82
1535,1.0,-56
1536,1.0,-53
1537,1.0,-59
1538,1.0,-69
1539,1.0,-58
1540,1.0,-53
1541,1.0,-52
1542,1.0,-63
1543,1.0,-57
1544,1.0,-55
1545,1.0,49
1546,1.0,-54
1547,1.0,-52
1548,1.0,43
1549,1.0,-64
1550,1.0,-52
1551,1.0,-62
1552,1.0,-71
1553,1.0,-53
1554,1.0,-64
1555,1.0,-54
1556,1.0,-56
1557,1.0,-61
1558,1.0,-52
1559,1.0,-54
1560,1.0,-65
1561,1.0,-57
1562,1.0,-60
1563,1.0,-61
1564,1.0,-68
1565,1.0,-62
1566,1.0,25
1567,1.0,-57
1568,1.0,-71
1569,1.0,-71
1570,1.0,-53
1571,1.0,-56
1572,1.0,-54
1573,1.0,-72
1574,1.0,-62
1575,1.0,-56
1576,1.0,47
1577,1.0,-53
1578,1.0,-56
1579,1.0,-59
1580,1.0,-63
1581,1.0,-55
1582,1.0,-53
1583,1.0,-53
1584,1.0,-69
1585,1.0,-58
1586,1.0,41
1587,1.0,-61
1588,1.0,37
1589,1.0,47
1590,1.0,-55
1591,1.0,-54
1592,1.0,-57
1593,1.0,-57
1594,1.0,-64
1595,1.0,-60
1596,1.0,-60
1597,1.0,-58
1598,1.0,-69
1599,1.0,-72
1600,1.0,-54
1601,1.0,-65
1602,1.0,-54
1603,1.0,-64
1604,1.0,-56
1605,1.0,-63
1606,1.0,-65
1607,1.0,-69
1608,1.0,-57
1609,1.0,48
1610,1.0,49
1611,1.0,-53
1612,1.0,-60
1613,1.0,-56
1614,1.0,-52
1615,1.0,-84
1616,1.0,-58
1617,1.0,-59
1618,1.0,-58
1619,1.0,-63
1620,1.0,-58
1621,1.0,42
1622,1.0,-50
1623,1.0,-60
1624,1.0,-57
1625,1.0,-56
1626,1.0,-57
1627,1.0,-54
1628,1.0,-60
1629,1.0,45
1630,1.0,-52
1631,1.0,-52
1632,1.0,-66
1633,1.0,-64
1634,1.0,-65
1635,1.0,-57
1636,1.0,-55
1637,1.0,-59
1638,1.0,-56
1639,1.0,-53
1640,1.0,-53
1641,1.0,-73
1642,1.0,45
1643,1.0,-53
1644,1.0,-59
1645,1.0,-55
1646,1.0,14
1647,1.0,-53
1648,1.0,-55
1649,1.0,24
1650,1.0,-61
1651,1.0,-66
1652,1.0,-64
1653,1.0,-70
1654,1.0,-55
1655,1.0,-54
1656,1.0,-70
1657,1.0,-56
1658,1.0,-53
1659,1.0,-64
1660,1.0,-53
1661,1.0,-58
1662,1.0,-55
1663,1.0,-57
1664,1.0,-52
1665,1.0,-56
1666,1.0,-58
1667,1.0,-64
1668,1.0,-54
1669,1.0,-54
1670,1.0,-59
1671,1.0,-65
1672,1.0,-74
1673,1.0,-52
1674,1.0,-57
1675,1.0,45
1676,1.0,49
1677,1.0,-70
1678,1.0,-52
1679,1.0,-64
1680,1.0,-54
1681,1.0,-55
1682,1.0,-57
1683,1.0,38
1684,1.0,-82
1685,1.0,-52
1686,1.0,-58
1687,1.0,-62
1688,1.0,-65
1689,1.0,-70
1690,1.0,-58
1691,1.0,-70
1692,1.0,-80
1693,1.0,-60
1694,1.0,-68
1695,1.0,-64
1696,1.0,-54
1697,1.0,-53
1698,1.0,-63
1699,1.0,-73
1700,1.0,-57
1701,1.0,-59
1702,1.0,34
1703,1.0,-54
1704,1.0,-52
1705,1.0,-53
1706,1.0,-55
1707,1.0,-54
1708,1.0,35
1709,1.0,-52
1710,1.0,-58
1711,1.0,-60
1712,1.0,-62
1713,1.0,-60
1714,1.0,-82
1715,1.0,-55
1716,1.0,-62
1717,1.0,-57
1718,1.0,-75
1719,1.0,-52
1720,1.0,49
1721,1.0,-75
1722,1.0,43
1723,1.0,-62
1724,1.0,-65
1725,1.0,-63
1726,1.0,-54
1727,1.0,-52
1728,1.0,49
1729,1.0,-54
1730,1.0,-54
1731,1.0,-64
1732,1.0,-62
1733,1.0,-62
1734,1.0,-57
1735,1.0,-54
1736,1.0,-54
1737,1.0,-66
1738,1.0,-69
1739,1.0,-72
1740,1.0,-57
1741,1.0,-52
1742,1.0,-62
1743,1.0,-52
1744,1.0,-54
1745,1.0,-84
1746,1.0,-52
1747,1.0,-60
1748,1.0,-53
1749,1.0,-57
1750,1.0,-55
1751,1.0,-73
1752,1.0,-68
1753,1.0,-53
1754,1.0,-52
1755,1.0,-68
1756,1.0,38
1757,1.0,35
1758,1.0,40
1759,1.0,-53
1760,1.0,-54
1761,1.0,-52
1762,1.0,-54
1763,1.0,-55
1764,1.0,-67
1765,1.0,-64
1766,1.0,49
1767,1.0,-60
1768,1.0,-63
1769,1.0,-53
1770,1.0,-53
1771,1.0,-79
1772,1.0,-75
1773,1.0,40
1774,1.0,-53
1775,1.0,-74
1776,1.0,41
1777,1.0,-55
1778,1.0,-58
1779,1.0,-81
1780,1.0,-71
1781,1.0,-87
1782,1.0,-52
1783,1.0,-52
1784,1.0,-61
1785,1.0,-56
1786,1.0,-64
1787,1.0,-67
1788,1.0,45
1789,1.0,46
1790,1.0,-81
1791,1.0,-57
1792,1.0,-60
1793,1.0,-74
1794,1.0,-64
1795,1.0,-59
1796,1.0,-56
1797,1.0,-58
1798,1.0,-52
1799,1.0,-60
1800,1.0,-53
1801,1.0,-88
1802,1.0,-59
1803,1.0,-59
1804,1.0,-58
1805,1.0,-52
1806,1.0,-52
1807,1.0,-55
1808,1.0,-52
1809,1.0,-56
1810,1.0,-64
1811,1.0,-79
1812,1.0,-71
1813,1.0,-55
1814,1.0,-52
1815,1.0,-74
1816,1.0,-54
1817,1.0,-62
1818,1.0,-55
1819,1.0,-57
1820,1.0,-58
1821,1.0,38
1822,1.0,-64
1823,1.0,-64
1824,1.0,-57
1825,1.0,48
1826,1.0,-52
1827,1.0,-57
1828,1.0,-56
1829,1.0,49
1830,1.0,-66
1831,1.0,-52
1832,1.0,-59
1833,1.0,-58
1834,1.0,-55
1835,1.0,-62
1836,1.0,44
1837,1.0,-55
1838,1.0,-54
1839,1.0,-61
1840,1.0,-66
1841,1.0,-59
1842,1.0,-60
1843,1.0,-70
1844,1.0,-61
1845,1.0,48
1846,1.0,-55
1847,1.0,-57
1848,1.0,-52
1849,1.0,-56
1850,1.0,-58
1851,1.0,-69
1852,1.0,-73
1853,1.0,-56
1854,1.0,-54
1855,1.0,-52
1856,1.0,-53
1857,1.0,-55
1858,1.0,-55
1859,1.0,-59
1860,1.0,-56
1861,1.0,-60
1862,1.0,-52
1863,1.0,-62
1864,1.0,-59
1865,1.0,-66
1866,1.0,-58
1867,1.0,-52
1868,1.0,-56
1869,1.0,-59
1870,1.0,-55
1871,1.0,-64
1872,1.0,-58
1873,1.0,-57
1874,1.0,-53
1875,1.0,-70
1876,1.0,-54
1877,1.0,-52
1878,1.0,-57
1879,1.0,-53
1880,1.0,49
1881,1.0,-78
1882,1.0,-59
1883,1.0,-52
1884,1.0,47
1885,1.0,-57
1886,1.0,-63
1887,1.0,-57
1888,1.0,47
1889,1.0,-52
1890,1.0,-57
1891,1.0,-59
1892,1.0,-61
1893,1.0,-53
1894,1.0,40
1895,1.0,-53
1896,1.0,-56
1897,1.0,-55
1898,1.0,33
1899,1.0,-53
1900,1.0,-75
1901,1.0,46
1902,1.0,-67
1903,1.0,-52
1904,1.0,-54
1905,1.0,-58
1906,1.0,41
1907,1.0,-57
1908,1.0,-58
1909,1.0,-53
1910,1.0,-66
1911,1.0,-55
1912,1.0,-57
1913,1.0,-63
1914,1.0,-77
1915,1.0,-55
1916,1.0,-60
1917,1.0,-53
1918,1.0,-53
1919,1.0,-52
1920,1.0,48
1921,1.0,-52
1922,1.0,-56
1923,1.0,-64
1924,1.0,-58
1925,1.0,-69
1926,1.0,-55
1927,1.0,-52
1928,1.0,-64
1929,1.0,-56
1930,1.0,-67
1931,1.0,-54
1932,1.0,-57
1933,1.0,-54
1934,1.0,-68
1935,1.0,-53
1936,1.0,-66
1937,1.0,-52
1938,1.0,-57
1939,1.0,-58
1940,1.0,-57
1941,1.0,-59
1942,1.0,-69
1943,1.0,-52
1944,1.0,-55
1945,1.0,-69
1946,1.0,-53
1947,1.0,-58
1948,1.0,-52
1949,1.0,-74
1950,1.0,-52
1951,1.0,-53
1952,1.0,-66
1953,1.0,-54
1954,1.0,-59
1955,1.0,-55
1956,1.0,-73
1957,1.0,-62
1958,1.0,-65
1959,1.0,-54
1960,1.0,-57
1961,1.0,-52
1962,1.0,-52
1963,1.0,-55
1964,1.0,-59
1965,1.0,-55
1966,1.0,-54
1967,1.0,-56
1968,1.0,-53
1969,1.0,-52
1970,1.0,-56
1971,1.0,-67
1972,1.0,-55
1973,1.0,-54
1974,1.0,-57
1975,1.0,-64
1976,1.0,-53
1977,1.0,-52
1978,1.0,-56
1979,1.0,-52
1980,1.0,-59
1981,1.0,-56
1982,1.0,-55
1983,1.0,-65
1984,1.0,-56
1985,1.0,-52
1986,1.0,-56
1987,1.0,-60
1988,1.0,-64
1989,1.0,-60
1990,1.0,-62
1991,1.0,-58
1992,1.0,40
1993,1.0,-60
1994,1.0,-71
1995,1.0,-56
1996,1.0,-57
1997,1.0,-52
1998,1.0,-52
1999,1.0,33
2000,1.0,-56
2001,1.0,-66
2002,1.0,-55
2003,1.0,-55
2004,1.0,-63
2005,1.0,-69
2006,1.0,-57
2007,1.0,-53
2008,1.0,-62
2009,1.0,-60
2010,1.0,43
2011,1.0,43
2012,1.0,-57
2013,1.0,-57
2014,1.0,-55
2015,1.0,-71
2016,1.0,-68
2017,1.0,-66
2018,1.0,-53
2019,1.0,-68
2020,1.0,37
2021,1.0,-73
2022,1.0,-58
2023,1.0,-62
2024,1.0,-55
2025,1.0,-55
2026,1.0,-52
2027,1.0,-70
2028,1.0,-55
2029,1.0,-52
2030,1.0,49
2031,1.0,-61
2032,1.0,-53
2033,1.0,-55
2034,1.0,-66
2035,1.0,-56
2036,1.0,-58
2037,1.0,-55
2038,1.0,-60
2039,1.0,48
2040,1.0,-53
2041,1.0,-69
2042,1.0,-55
2043,1.0,-54
2044,1.0,-72
2045,1.0,-53
2046,1.0,-63
2047,1.0,-58
2048,1.0,48
2049,1.0,-53
2050,1.0,-58
2051,1.0,-53
2052,1.0,-54
2053,1.0,-64
2054,1.0,-61
2055,1.0,-62
2056,1.0,-58
2057,1.0,44
2058,1.0,-65
2059,1.0,-53
2060,1.0,-56
2061,1.0,-62
2062,1.0,-55
2063,1.0,-70
2064,1.0,-56
2065,1.0,-52
2066,1.0,-57
2067,1.0,-84
2068,1.0,-58
2069,1.0,34
2070,1.0,-64
2071,1.0,-52
2072,1.0,-54
2073,1.0,-55
2074,1.0,-56
2075,1.0,-56
2076,1.0,-52
2077,1.0,-53
2078,1.0,48
2079,1.0,-61
2080,1.0,-55
2081,1.0,-53
2082,1.0,-60
2083,1.0,-71
2084,1.0,-56
2085,1.0,-54
2086,1.0,-62
2087,1.0,-53
2088,1.0,-53
2089,1.0,-66
2090,1.0,24
2091,1.0,-53
2092,1.0,-61
2093,1.0,48
2094,1.0,-62
2095,1.0,-53
2096,1.0,-54
2097,1.0,-53
2098,1.0,-59
2099,1.0,-58
2100,1.0,-83
2101,1.0,-66
2102,1.0,-52
2103,1.0,-73
2104,1.0,-55
2105,1.0,47
2106,1.0,-52
2107,1.0,-64
2108,1.0,-53
2109,1.0,-59
2110,1.0,-67
2111,1.0,-53
2112,1.0,-53
2113,1.0,-60
2114,1.0,-54
2115,1.0,48
2116,1.0,-58
2117,1.0,-57
2118,1.0,47
2119,1.0,-60
2120,1.0,-61
2121,1.0,-66
2122,1.0,-56
2123,1.0,-64
2124,1.0,45
2125,1.0,-63
2126,1.0,-59
2127,1.0,-54
2128,1.0,-62
2129,1.0,-60
2130,1.0,49
2131,1.0,-60
2132,1.0,-64
2133,1.0,-57
2134,1.0,-52
2135,1.0,48
2136,1.0,-80
2137,1.0,-60
2138,1.0,-66
2139,1.0,-81
2140,1.0,-70
2141,1.0,-54
2142,1.0,-53
2143,1.0,-53
2144,1.0,-54
2145,1.0,-52
2146,1.0,-62
2147,1.0,-60
2148,1.0,-64
2149,1.0,-53
2150,1.0,-71
2151,1.0,-70
2152,1.0,-76
2153,1.0,-57
2154,1.0,-58
2155,1.0,-64
2156,1.0,-55
2157,1.0,-53
2158,1.0,43
2159,1.0,-60
2160,1.0,-56
2161,1.0,-56
2162,1.0,-52
2163,1.0,-53
2164,1.0,-56
2165,1.0,-76
2166,1.0,-58
2167,1.0,-62
2168,1.0,-52
2169,1.0,-57
2170,1.0,-54
2171,1.0,-58
2172,1.0,-58
2173,1.0,40
2174,1.0,-98
2175,1.0,-59
2176,1.0,-68
2177,1.0,-54
2178,1.0,-58
2179,1.0,-52
2180,1.0,-55
2181,1.0,-73
2182,1.0,-55
2183,1.0,-52
2184,1.0,-52
2185,1.0,-56
2186,1.0,-72
2187,1.0,-54
2188,1.0,-53
2189,1.0,-56
2190,1.0,-56
2191,1.0,-54
2192,1.0,-55
2193,1.0,-53
2194,1.0,46
2195,1.0,47
2196,1.0,-52
2197,1.0,-54
2198,1.0,-62
2199,1.0,-52
2200,1.0,-60
2201,1.0,-69
2202,1.0,-56
2203,1.0,-53
2204,1.0,-54
2205,1.0,38
2206,1.0,-54
2207,1.0,-53
2208,1.0,-55
2209,1.0,-53
2210,1.0,-58
2211,1.0,-55
2212,1.0,-53
2213,1.0,-53
2214,1.0,-62
2215,1.0,-56
2216,1.0,-72
2217,1.0,-56
2218,1.0,49
2219,1.0,-69
2220,1.0,-58
2221,1.0,-53
2222,1.0,-57
2223,1.0,-64
2224,1.0,-52
2225,1.0,-58
2226,1.0,38
2227,1.0,-53
2228,1.0,-78
2229,1.0,-53
2230,1.0,-59
2231,1.0,-59
2232,1.0,-76
2233,1.0,48
2234,1.0,-55
2235,1.0,-77
2236,1.0,-62
2237,1.0,-63
2238,1.0,-82
2239,1.0,-69
2240,1.0,-68
2241,1.0,-74
2242,1.0,-86
2243,1.0,-50
2244,1.0,-59
2245,1.0,-58
2246,1.0,-56
2247,1.0,-54
2248,1.0,-80
2249,1.0,36
2250,1.0,-52
2251,1.0,-52
2252,1.0,-52
2253,1.0,-60
2254,1.0,-52
2255,1.0,-80
2256,1.0,-56
2257,1.0,-63
2258,1.0,-61
2259,1.0,-88
2260,1.0,-57
2261,1.0,-59
2262,1.0,-60
2263,1.0,-57
2264,1.0,-57
2265,1.0,-53
2266,1.0,-56
2267,1.0,45
2268,1.0,-56
2269,1.0,-57
2270,1.0,-55
2271,1.0,-57
2272,1.0,-81
2273,1.0,-55
2274,1.0,-60
2275,1.0,-57
2276,1.0,-54
2277,1.0,-52
2278,1.0,-55
2279,1.0,-55
2280,1.0,-57
2281,1.0,-63
2282,1.0,-53
2283,1.0,-53
2284,1.0,-55
2285,1.0,-70
2286,1.0,-56
2287,1.0,-58
2288,1.0,46
2289,1.0,-57
2290,1.0,-65
2291,1.0,41
2292,1.0,-69
2293,1.0,-69
2294,1.0,40
2295,1.0,-56
2296,1.0,-56
2297,1.0,-55
2298,1.0,-54
2299,1.0,-52
2300,1.0,-62
2301,1.0,-71
2302,1.0,-54
2303,1.0,-61
2304,1.0,-98
2305,1.0,-53
2306,1.0,-52
2307,1.0,-54
2308,1.0,-69
2309,1.0,-56
2310,1.0,-56
2311,1.0,-58
2312,1.0,-57
2313,1.0,-58
2314,1.0,-60
2315,1.0,-78
2316,1.0,-59
2317,1.0,42
2318,1.0,-53
2319,1.0,-55
2320,1.0,34
2321,1.0,-57
2322,1.0,-62
2323,1.0,-54
2324,1.0,-72
2325,1.0,-54
2326,1.0,-54
2327,1.0,-57
2328,1.0,49
2329,1.0,-53
2330,1.0,-61
2331,1.0,-57
2332,1.0,-65
2333,1.0,-68
2334,1.0,-54
2335,1.0,-59
2336,1.0,-55
2337,1.0,-54
2338,1.0,-54
2339,1.0,-65
2340,1.0,46
2341,1.0,-54
2342,1.0,-54
2343,1.0,-60
2344,1.0,-52
2345,1.0,-54
2346,1.0,-57
2347,1.0,-69
2348,1.0,-52
2349,1.0,-57
2350,1.0,-63
2351,1.0,-84
2352,1.0,-55
2353,1.0,-56
2354,1.0,-72
2355,1.0,-52
2356,1.0,-67
2357,1.0,-54
2358,1.0,-57
2359,1.0,-54
2360,1.0,-56
2361,1.0,-63
2362,1.0,-58
2363,1.0,-65
2364,1.0,-53
2365,1.0,-55
2366,1.0,-52
2367,1.0,-67
2368,1.0,-55
2369,1.0,-70
2370,1.0,-54
2371,1.0,-62
2372,1.0,-52
2373,1.0,-62
2374,1.0,-56
2375,1.0,-57
2376,1.0,32
2377,1.0,-59
2378,1.0,-63
2379,1.0,-52
2380,1.0,-52
2381,1.0,-56
2382,1.0,-55
2383,1.0,-56
2384,1.0,-71
2385,1.0,-86
2386,1.0,-58
2387,1.0,-62
2388,1.0,-53
2389,1.0,-52
2390,1.0,-55
2391,1.0,-65
2392,1.0,-62
2393,1.0,47
2394,1.0,-59
2395,1.0,-52
2396,1.0,-60
2397,1.0,-53
2398,1.0,-52
2399,1.0,-52
2400,1.0,-64
2401,1.0,-52
2402,1.0,48
2403,1.0,-54
2404,1.0,-72
2405,1.0,-55
2406,1.0,-62
2407,1.0,-56
2408,1.0,-56
2409,1.0,41
2410,1.0,49
2411,1.0,-66
2412,1.0,43
2413,1.0,-63
2414,1.0,-61
2415,1.0,-59
2416,1.0,-85
2417,1.0,-58
2418,1.0,-59
2419,1.0,-61
2420,1.0,-66
2421,1.0,-53
2422,1.0,-61
2423,1.0,-57
2424,1.0,-56
2425,1.0,-52
2426,1.0,-52
2427,1.0,-54
2428,1.0,-77
2429,1.0,-67
2430,1.0,-62
2431,1.0,-61
2432,1.0,-64
2433,1.0,-60
2434,1.0,-52
2435,1.0,-53
2436,1.0,-52
2437,1.0,-61
2438,1.0,-54
2439,1.0,-56
2440,1.0,-54
2441,1.0,-52
2442,1.0,-72
2443,1.0,-57
2444,1.0,-54
2445,1.0,46
2446,1.0,35
2447,1.0,-55
2448,1.0,-52
2449,1.0,-52
2450,1.0,-53
2451,1.0,-59
2452,1.0,-69
2453,1.0,-53
2454,1.0,-62
2455,1.0,-52
2456,1.0,-65
2457,1.0,-58
2458,1.0,-52
2459,1.0,-63
2460,1.0,-60
2461,1.0,-58
2462,1.0,-57
2463,1.0,49
2464,1.0,-59
2465,1.0,-56
2466,1.0,-52
2467,1.0,39
2468,1.0,-53
2469,1.0,-87
2470,1.0,-57
2471,1.0,-56
2472,1.0,-54
2473,1.0,-63
2474,1.0,-52
2475,1.0,-61
2476,1.0,-66
2477,1.0,-58
2478,1.0,-54
2479,1.0,-54
2480,1.0,-67
2481,1.0,-57
2482,1.0,-53
2483,1.0,-60
2484,1.0,-54
2485,1.0,-53
2486,1.0,-53
2487,1.0,-52
2488,1.0,-65
2489,1.0,-69
2490,1.0,-59
2491,1.0,-57
2492,1.0,-69
2493,1.0,-57
2494,1.0,-60
2495,1.0,-52
2496,1.0,-53
2497,1.0,-53
2498,1.0,-53
2499,1.0,-65
2500,1.0,-53
2501,1.0,-53
2502,1.0,-58
2503,1.0,-54
2504,1.0,-57
2505,1.0,-53
2506,1.0,-59
2507,1.0,-59
2508,1.0,-60
2509,1.0,-55
2510,1.0,-54
2511,1.0,-60
2512,1.0,-52
2513,1.0,-76
2514,1.0,-55
2515,1.0,-59
2516,1.0,-65
2517,1.0,-70
2518,1.0,-86
2519,1.0,-57
2520,1.0,-54
2521,1.0,-54
2522,1.0,-55
2523,1.0,-54
2524,1.0,-64
2525,1.0,-52
2526,1.0,-52
2527,1.0,-58
2528,1.0,48
2529,1.0,-55
2530,1.0,-56
2531,1.0,-82
2532,1.0,-52
2533,1.0,-58
2534,1.0,-57
2535,1.0,-55
2536,1.0,-52
2537,1.0,-54
2538,1.0,-56
2539,1.0,-56
2540,1.0,-87
2541,1.0,-75
2542,1.0,-55
2543,1.0,-54
2544,1.0,-58
2545,1.0,-53
2546,1.0,-56
2547,1.0,-68
2548,1.0,-52
2549,1.0,-72
2550,1.0,-61
2551,1.0,-79
2552,1.0,-52
2553,1.0,-63
2554,1.0,-65
2555,1.0,-60
2556,1.0,-63
2557,1.0,-54
2558,1.0,-69
2559,1.0,-54
2560,1.0,-64
2561,1.0,-73
2562,1.0,-54
2563,1.0,-60
2564,1.0,-71
2565,1.0,-62
2566,1.0,-59
2567,1.0,-72
2568,1.0,-58
2569,1.0,-53
2570,1.0,-65
2571,1.0,-56
2572,1.0,-57
2573,1.0,-52
2574,1.0,45
2575,1.0,-54
2576,1.0,-62
2577,1.0,-72
2578,1.0,-61
2579,1.0,-53
2580,1.0,-59
2581,1.0,-54
2582,1.0,-74
2583,1.0,-52
2584,1.0,49
2585,1.0,-66
2586,1.0,22
2587,1.0,-62
2588,1.0,47
2589,1.0,-57
2590,1.0,-53
2591,1.0,-56
2592,1.0,-60
2593,1.0,32
2594,1.0,-60
2595,1.0,48
2596,1.0,-63
2597,1.0,-52
2598,1.0,-54
2599,1.0,-60
2600,1.0,-52
2601,1.0,-53
2602,1.0,-62
2603,1.0,-67
2604,1.0,-82
2605,1.0,-54
2606,1.0,-57
2607,1.0,-55
2608,1.0,-60
2609,1.0,-66
2610,1.0,-53
2611,1.0,-55
2612,1.0,-55
2613,1.0,-53
2614,1.0,-52
2615,1.0,-67
2616,1.0,-61
2617,1.0,-58
2618,1.0,-52
2619,1.0,-63
2620,1.0,-52
2621,1.0,-64
2622,1.0,-66
2623,1.0,-64
2624,1.0,-55
2625,1.0,-60
2626,1.0,-59
2627,1.0,-56
2628,1.0,-52
2629,1.0,-52
2630,1.0,-53
2631,1.0,-81
2632,1.0,-56
2633,1.0,41
2634,1.0,-53
2635,1.0,-57
2636,1.0,-56
2637,1.0,-52
2638,1.0,-54
2639,1.0,-54
2640,1.0,-59
2641,1.0,-57
2642,1.0,-75
2643,1.0,46
2644,1.0,-67
2645,1.0,-66
2646,1.0,-52
2647,1.0,-53
2648,1.0,-52
2649,1.0,-57
2650,1.0,-52
2651,1.0,-54
2652,1.0,-56
2653,1.0,-53
2654,1.0,-56
2655,1.0,-54
2656,1.0,-71
2657,1.0,-59
2658,1.0,47
2659,1.0,-52
2660,1.0,-55
2661,1.0,-54
2662,1.0,-52
2663,1.0,-67
2664,1.0,-53
2665,1.0,-52
2666,1.0,-74
2667,1.0,-54
2668,1.0,45
2669,1.0,-52
2670,1.0,-53
2671,1.0,-55
2672,1.0,-72
2673,1.0,-52
2674,1.0,-62
2675,1.0,-63
2676,1.0,-63
2677,1.0,-62
2678,1.0,-65
2679,1.0,-54
2680,1.0,-60
2681,1.0,-52
2682,1.0,-58
2683,1.0,-61
2684,1.0,-53
2685,1.0,-55
2686,1.0,-63
2687,1.0,-62
2688,1.0,-59
2689,1.0,-54
2690,1.0,27
2691,1.0,-60
2692,1.0,-56
2693,1.0,-57
2694,1.0,-58
2695,1.0,-66
2696,1.0,-64
2697,1.0,-52
2698,1.0,-62
2699,1.0,-88
2700,1.0,-55
2701,1.0,-53
2702,1.0,-72
2703,1.0,-57
2704,1.0,-54
2705,1.0,35
2706,1.0,-55
2707,1.0,-53
2708,1.0,-54
2709,1.0,-54
2710,1.0,-53
2711,1.0,-84
2712,1.0,-60
2713,1.0,-56
2714,1.0,-53
2715,1.0,-57
2716,1.0,-53
2717,1.0,25
2718,1.0,-53
2719,1.0,-66
2720,1.0,-55
2721,1.0,-56
2722,1.0,-53
2723,1.0,-55
2724,1.0,-70
2725,1.0,-67
2726,1.0,-58
2727,1.0,-55
2728,1.0,-55
2729,1.0,-57
2730,1.0,-73
2731,1.0,-57
2732,1.0,40
2733,1.0,-56
2734,1.0,-64
2735,1.0,-54
2736,1.0,-65
2737,1.0,-55
2738,1.0,46
2739,1.0,-78
2740,1.0,39
2741,1.0,49
2742,1.0,-55
2743,1.0,-55
2744,1.0,39
2745,1.0,-65
2746,1.0,-64
2747,1.0,-68
2748,1.0,-61
2749,1.0,-61
2750,1.0,41
2751,1.0,-55
2752,1.0,-53
2753,1.0,-55
2754,1.0,-53
2755,1.0,-53
2756,1.0,-53
2757,1.0,-55
2758,1.0,-59
2759,1.0,-70
2760,1.0,-54
2761,1.0,-92
2762,1.0,-53
2763,1.0,-77
2764,1.0,-67
2765,1.0,-57
2766,1.0,-55
2767,1.0,-52
2768,1.0,-53
2769,1.0,-77
2770,1.0,-61
2771,1.0,-53
2772,1.0,-56
2773,1.0,-69
2774,1.0,-67
2775,1.0,-55
2776,1.0,-70
2777,1.0,-62
2778,1.0,-54
2779,1.0,-60
2780,1.0,-67
2781,1.0,-52
2782,1.0,-59
2783,1.0,33
2784,1.0,-56
2785,1.0,-54
2786,1.0,-57
2787,1.0,-61
2788,1.0,-64
2789,1.0,-56
2790,1.0,-54
2791,1.0,-54
2792,1.0,-60
2793,1.0,45
2794,1.0,-52
2795,1.0,-54
2796,1.0,-54
2797,1.0,42
2798,1.0,49
2799,1.0,-57
2800,1.0,-55
2801,1.0,-52
2802,1.0,-60
2803,1.0,-57
2804,1.0,-57
2805,1.0,-61
2806,1.0,-53
2807,1.0,-52
2808,1.0,-58
2809,1.0,-56
2810,1.0,36
2811,1.0,-75
2812,1.0,-82
2813,1.0,-61
2814,1.0,-77
2815,1.0,-54
2816,1.0,-52
2817,1.0,-55
2818,1.0,-52
2819,1.0,-93
2820,1.0,-53
2821,1.0,-56
2822,1.0,-66
2823,1.0,-54
2824,1.0,-65
2825,1.0,-68
2826,1.0,-62
2827,1.0,-66
2828,1.0,45
2829,1.0,-70
2830,1.0,-63
2831,1.0,-52
2832,1.0,-55
2833,1.0,-52
2834,1.0,-55
2835,1.0,-57
2836,1.0,-54
2837,1.0,-59
2838,1.0,-57
2839,1.0,-59
2840,1.0,43
2841,1.0,-50
2842,1.0,48
2843,1.0,-58
2844,1.0,-63
2845,1.0,-67
2846,1.0,-70
2847,1.0,-69
2848,1.0,-69
2849,1.0,46
2850,1.0,-52
2851,1.0,-62
2852,1.0,-58
2853,1.0,-53
2854,1.0,-71
2855,1.0,-62
2856,1.0,48
2857,1.0,-52
2858,1.0,-64
2859,1.0,-53
2860,1.0,-53
2861,1.0,-52
2862,1.0,-53
2863,1.0,-59
2864,1.0,-67
2865,1.0,-55
2866,1.0,-56
2867,1.0,-58
2868,1.0,-53
2869,1.0,-71
2870,1.0,-54
2871,1.0,-54
2872,1.0,-57
2873,1.0,-54
2874,1.0,-57
2875,1.0,-61
2876,1.0,-57
2877,1.0,-54
2878,1.0,-54
2879,1.0,-60
2880,1.0,-57
2881,1.0,-71
2882,1.0,-56
2883,1.0,-56
2884,1.0,-56
2885,1.0,-76
2886,1.0,-74
2887,1.0,-52
2888,1.0,-52
2889,1.0,-52
2890,1.0,-53
2891,1.0,-65
2892,1.0,-54
2893,1.0,-92
2894,1.0,-56
2895,1.0,-64
2896,1.0,-53
2897,1.0,-57
2898,1.0,-75
2899,1.0,-66
2900,1.0,39
2901,1.0,-62
2902,1.0,-65
2903,1.0,-57
2904,1.0,-61
2905,1.0,-52
2906,1.0,44
2907,1.0,-53
2908,1.0,-53
2909,1.0,-52
2910,1.0,-57
2911,1.0,-53
2912,1.0,-57
2913,1.0,-57
2914,1.0,-52
2915,1.0,-60
2916,1.0,-52
